Config,Scaler,AP_Mean,ROC_Mean,F1_Mean,P@100_Mean
Config_v12,MinMax,0.9915397960379819,0.9951104014442255,0.7031865232799019,1.0
Config_v11,MinMax,0.9671381058143368,0.9794776153998341,0.8496668986157777,1.0
Config_v8,MinMax,0.9650824848754166,0.9777196655514085,0.8404415291212409,1.0
Config_v10,MinMax,0.9474401585026258,0.9663530209321873,0.7880257750787916,1.0
