feature_set_file,feature_column,feature_type,task,k,silhouette_score,calinski_harabasz_score,inertia
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,12,0.04400316375953882,397.0136532425371,2031639.1186388123
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,14,0.04719525161805809,361.2983845672628,2001656.2262056097
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,16,0.042746305554631776,331.64479152622204,1977061.5993518485
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,18,0.041723846858180966,306.92953144597277,1956015.8541740926
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,20,0.039196963642388304,289.9262471578699,1931429.208932501
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,22,0.03996331740104118,271.47820355698667,1915474.454911776
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,24,0.041984914895602486,257.31561369370115,1897782.3079500052
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,26,0.042822611835463875,243.82493683322102,1883563.7527821688
params/feature_set_1.joblib,hog_features,Original,H2-KMeans-Elbow,28,0.04303826365253601,232.44215528992538,1869323.118882218
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,2,0.05445281420220253,1235.4281111594516,2249870.293382079
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,4,0.037050471847121465,836.2738768894022,2108009.228496583
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,6,0.0453829987471003,641.3751765245389,2037553.044633095
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,8,0.05105564391131801,548.9383360992682,1977351.3546569468
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,10,0.04453650795470619,474.4257479834849,1938827.4364971472
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,12,0.050610418918931414,424.0011717013905,1904583.3049332725
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,14,0.042569995235034276,383.39099963741194,1877640.5898113623
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,16,0.04677686350295755,352.65349018748566,1852600.5446661874
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,18,0.04512080176318452,329.3139528825485,1827992.9607916302
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,20,0.04574534956725548,309.5685092275988,1805945.2669609294
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,22,0.04146868677161405,290.36617697349067,1789491.5173291033
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,24,0.04446523270117127,274.2630351134811,1773740.0969969153
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,26,0.046064669598967496,261.89631073736933,1756154.4797610897
params/feature_set_1.joblib,hog_features,PCA,H2-KMeans-Elbow,28,0.04555285208120922,250.65140806669484,1740275.1878829491
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,2,0.051956124445394866,1176.4879781385694,2384467.3761546616
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,4,0.03548627506825287,794.0368364581344,2241222.450252807
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,6,0.04017768651291655,603.6713745308531,2172323.6973409555
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,8,0.04502784005192439,517.7213951850703,2110542.3193837767
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,10,0.045065221064659475,451.37831342847255,2067957.143559132
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,12,0.04296238810011425,400.3596825293551,2035932.4295794426
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,14,0.044760429118659226,362.22818597325266,2008149.924949552
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,16,0.043688193484960655,332.2945026890833,1983693.5144335113
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,18,0.046025628311644626,311.3456452766234,1957003.816251023
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,20,0.041285615364895806,288.7236711696888,1940654.626263892
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,22,0.036315147325184774,273.12968153498014,1919877.8131796792
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,24,0.03942332024442314,258.89096360567675,1902045.7423376131
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,26,0.04599342938107896,247.18379629377478,1884037.3975180963
params/feature_set_1.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,28,0.04295426796265543,235.03929613057127,1870920.6785375392
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,2,0.054952234674327284,1242.594661011878,2257550.1997587183
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,4,0.03772879905518303,841.6340703050212,2114322.495851084
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,6,0.04562811078775448,644.581697688198,2043714.1540551812
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,8,0.047027305912752386,545.6336491425402,1986987.457297176
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,10,0.04683217797625468,480.49929290355203,1941348.3503813501
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,12,0.04758340579632145,426.7140721343873,1909258.3896159297
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,14,0.0503800972292641,387.6333642123009,1880187.847961313
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,16,0.05352174070336259,360.08721853512765,1850643.2206843514
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,18,0.04217666207808353,329.85847196676434,1834197.790888909
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,20,0.044472066794568305,309.5312394105276,1812850.5009048365
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,22,0.044055212598879616,292.96672072022153,1792162.127762644
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,24,0.04718927226209263,277.4738962837123,1775001.6216119574
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,26,0.04461768751713771,263.1219832904065,1760588.421835822
params/feature_set_1.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,28,0.045449675565324414,251.3743586486906,1745482.3076250113
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,2,0.051331636930098325,1168.0190936544793,2421884.177512623
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,4,0.0365146477580395,792.1012780046246,2276028.15058015
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,6,0.04409841618129092,606.8694935130674,2203719.2744084517
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,8,0.04814464158989036,517.8194715774681,2142629.481228467
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,10,0.04649131437204385,452.2504728014437,2098706.9396619694
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,12,0.04484935024489469,401.54097500954464,2065736.441507025
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,14,0.049452739452750145,364.23915380419425,2036368.1878416794
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,16,0.05123754330172437,336.4999358459916,2008326.558901944
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,18,0.04595697566779333,309.3351859868112,1989781.6332570899
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,20,0.044708087566313844,289.0216350066922,1969740.896347802
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,22,0.04702109770343482,273.7887890826489,1947977.1338060726
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,24,0.04167253718900776,261.73620763617214,1925690.8323610132
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,26,0.04543445003650608,247.63305129858472,1911842.1168907916
params/feature_set_1.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,28,0.04225128247521822,236.2240578637776,1896898.8695003337
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,2,0.054348180618373744,1233.7150060163224,2292851.597637104
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,4,0.038635213103412405,839.6400359278049,2147012.523266428
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,6,0.04202074465370611,639.611056607823,2077167.2115235478
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,8,0.04794848555057586,549.9476700400584,2014282.9997879458
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,10,0.04964671920069996,479.1453730109466,1971872.3806480428
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,12,0.04741095975722594,423.70833487074594,1941072.4158386374
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,14,0.04324119854081186,381.68862478293374,1915207.8864712606
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,16,0.053876990213474085,359.5658577878123,1879337.1347895311
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,18,0.04371602971146111,330.8649766034756,1860638.1415592968
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,20,0.04527265243249821,313.21815552977165,1834877.565164115
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,22,0.04681518167049958,292.8927618141906,1819451.2040805179
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,24,0.04803450866924976,277.9716756624397,1801054.5608289945
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,26,0.046768335467310615,266.676954997878,1780752.5539055988
params/feature_set_1.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,28,0.048178277715249365,250.53022198580885,1773598.2293726306
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,2,0.1738228111753659,2456.045043374209,50867.59508796255
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,4,0.14932535377394787,2154.722924164156,42425.732210570124
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,6,0.18672368636169592,2201.7970385219296,35705.343601010514
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,8,0.1813674074811482,1988.849334476076,32413.260474908435
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,10,0.1775186447953599,1821.6379593757406,30059.74703512831
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,12,0.21390298197207458,1771.2324625426807,27559.925752019808
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,14,0.20785852952522632,1683.277754051936,25887.130328248822
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,16,0.23743319498462417,1698.1504897477096,23732.058874642174
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,18,0.21941468282753449,1584.846333196737,22948.561317248194
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,20,0.22653176909301778,1550.3908474531243,21722.464280645498
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,22,0.22236240938553686,1488.8353093207663,20918.37933635286
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,24,0.222950076185788,1437.6349426698082,20174.736866729178
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,26,0.23132992713514933,1407.173629520383,19366.363042563655
params/feature_set_1.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,28,0.22730593274337668,1342.5263281724583,18980.979703497185
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,2,0.17991941009529924,2602.7685323441115,47998.69087788149
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,4,0.15985873913322374,2310.904830684766,39557.1319774327
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,6,0.20456233156597278,2399.74245681957,32805.48089550982
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,8,0.18963905946880483,2136.6322846129883,29831.540878776315
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,10,0.1935997364272846,2010.3141276592958,27214.85314991053
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,12,0.22336061397356352,1921.4029561596442,25080.195200788254
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,14,0.21465026320842004,1889.6489542135196,23042.40904835841
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,16,0.26067651376725753,1930.8063441527256,20868.832454447132
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,18,0.2603556546653814,1863.5849281492146,19717.854981120516
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,20,0.25056142272108706,1778.1965844642093,18909.97163090073
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,22,0.2576769379395889,1738.645553962296,17957.312474076003
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,24,0.2521540258027769,1658.871027381454,17427.626482495893
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,26,0.25536460458862154,1630.6845662715416,16647.002737512135
params/feature_set_1.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,28,0.2641721111164431,1581.1109862525404,16115.36395945042
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,2,0.051796759674121805,1174.7144288941909,2430019.3235526313
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,4,0.03758899264651958,797.1037837649403,2282776.7487714086
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,6,0.0449116972421389,606.988532323074,2211843.061978691
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,8,0.0468902371490664,520.0417051363529,2149021.100880459
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,10,0.04535626696364153,452.05044788630306,2106678.4562324807
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,12,0.04511674032061653,403.5002471861679,2071390.9090425486
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,14,0.04312371698626349,363.5622530531787,2044736.5175112302
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,16,0.042016069714982195,331.9177960679299,2021903.3615594313
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,18,0.04341898877732327,315.76837982161766,1987695.3711459392
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,20,0.040060681606961024,293.3321372072592,1970093.5173369187
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,22,0.04356691239822599,277.6229707729078,1948515.4905693056
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,24,0.04201119631882901,261.0073410030509,1934213.9972150568
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,26,0.04576952526580505,249.70605881245652,1914785.6514570934
params/feature_set_1.joblib,all_features,Original,H2-KMeans-Elbow,28,0.04281613008982117,236.72223886544072,1902881.714197329
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,2,0.05480794700556886,1240.7386535360447,2300644.897562671
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,4,0.03968159013770074,844.9338558841399,2153417.2887038505
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,6,0.04695651992547227,647.6466153613377,2080997.6062448304
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,8,0.04995203315597839,553.2584760959984,2019705.9578225848
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,10,0.04491937221142512,477.6116534735755,1980551.9315360093
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,12,0.04982461834000883,427.16576692211447,1945081.831351784
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,14,0.05177711854638507,388.66882473748893,1914756.664271918
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,16,0.04769093681668829,361.20163519367225,1884420.5993208787
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,18,0.05040152662637384,334.93512156960446,1862125.3644056763
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,20,0.050128401721678595,316.2153137020555,1837368.5588547937
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,22,0.05231653936111262,296.7351291108589,1820147.7397068923
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,24,0.047657441925891234,279.1622461045515,1805791.9694103727
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,26,0.04523501176291131,265.83653924112025,1789013.0697582513
params/feature_set_1.joblib,all_features,PCA,H2-KMeans-Elbow,28,0.049413359569535346,255.17002445476578,1771204.2765048551
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,2,0.0893721878528595,1622.127197265625,144076.4375
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,4,0.07685225456953049,1269.2799072265625,129426.109375
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,6,0.10600687563419342,1296.129150390625,115110.03125
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,8,0.07978691905736923,1144.6436767578125,108244.8515625
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,10,0.11630217730998993,1090.4183349609375,101150.390625
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,12,0.1117124855518341,998.3853149414062,97023.03125
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,14,0.12187573313713074,958.0892333984375,92276.65625
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,16,0.12858246266841888,893.8534545898438,89444.4921875
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,18,0.1407829076051712,869.93017578125,85635.34375
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,20,0.1539008468389511,829.146728515625,83158.9140625
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,22,0.1582176238298416,800.7144775390625,80595.609375
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,24,0.1417931765317917,778.0103759765625,78145.4765625
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,26,0.14843589067459106,741.7230224609375,76740.84375
params/feature_set_2.joblib,hsv_features,Original,H2-KMeans-Elbow,28,0.1580452173948288,729.7698364257812,74352.9140625
params/feature_set_2.joblib,hsv_features,PCA,H2-KMeans-Elbow,2,0.09384238719940186,1715.7584228515625,136212.40625
params/feature_set_2.joblib,hsv_features,PCA,H2-KMeans-Elbow,4,0.10591530054807663,1403.237548828125,120698.515625
params/feature_set_2.joblib,hsv_features,PCA,H2-KMeans-Elbow,6,0.09833738207817078,1332.22900390625,108543.984375
params/feature_set_2.joblib,hsv_features,PCA,H2-KMeans-Elbow,8,0.11543656140565872,1304.5118408203125,98541.4765625
params/feature_set_2.joblib,hsv_features,PCA,H2-KMeans-Elbow,10,0.12288829684257507,1158.4796142578125,93998.96875
params/feature_set_2.joblib,hsv_features,PCA,H2-KMeans-Elbow,12,0.123180091381073,1092.39306640625,88962.5390625
params/feature_set_2.joblib,hsv_features,PCA,H2-KMeans-Elbow,14,0.1477031260728836,1069.6353759765625,83638.1796875
