feature_set_file,feature_column,feature_type,task,k,silhouette_score,calinski_harabasz_score,inertia
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,8,0.024889303045340126,257.67215263366904,13693574.561901782
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,10,0.024814201131272928,223.82740842000686,13546926.156410048
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,12,0.023453909230391704,197.58860911185667,13438264.130987093
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,14,0.026119929920442507,178.60992994265746,13338355.114918329
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,16,0.023904048718334445,164.1078012225428,13245662.01318375
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,18,0.026821756108056365,152.67940349219185,13157962.45811671
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,20,0.026087880647497994,142.53777367743052,13085035.330038356
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,22,0.023409634528776237,133.75538605907292,13020534.946584774
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,24,0.02550361154081239,126.82193558197558,12951997.93956343
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,26,0.024796227303536415,120.47013197900736,12892383.242950328
params/feature_set_2.joblib,all_features,PCA,H2-KMeans-Elbow,28,0.027312538847115615,114.90401383619934,12835893.017806482
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,2,0.20054320991039276,3371.98291015625,30324.759765625
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,4,0.18733279407024384,2933.069580078125,24111.01171875
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,6,0.22828295826911926,2977.3515625,19604.287109375
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,8,0.2127685546875,2773.0400390625,17212.32421875
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,10,0.23321163654327393,2607.571044921875,15514.537109375
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,12,0.22989608347415924,2469.927978515625,14233.3564453125
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,14,0.24327389895915985,2385.563720703125,13109.041015625
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,16,0.2660523056983948,2374.06689453125,11976.8857421875
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,18,0.2777244746685028,2313.9033203125,11193.421875
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,20,0.267078697681427,2207.68310546875,10702.6328125
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,22,0.2746204435825348,2137.775390625,10197.63671875
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,24,0.27194178104400635,2046.3616943359375,9854.521484375
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,26,0.2728051543235779,2004.4085693359375,9411.1796875
params/feature_set_3.joblib,hsv_features,Original,H2-KMeans-Elbow,28,0.26928356289863586,1944.464111328125,9089.8076171875
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,2,0.20911341905593872,3580.9013671875,28554.59375
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,4,0.19608697295188904,3255.143310546875,22121.8359375
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,6,0.24402369558811188,3272.36474609375,17835.361328125
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,8,0.23157937824726105,3084.740234375,15459.080078125
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,10,0.2522468864917755,2927.863037109375,13787.958984375
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,12,0.2872293293476105,2851.982421875,12375.787109375
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,14,0.28109997510910034,2861.428466796875,11060.9609375
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,16,0.28794971108436584,2773.03173828125,10239.6572265625
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,18,0.29825708270072937,2750.059326171875,9419.50390625
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,20,0.3034812808036804,2642.69287109375,8938.6435546875
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,22,0.30987024307250977,2601.131103515625,8392.359375
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,24,0.3147786557674408,2551.023681640625,7946.4853515625
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,26,0.3131248354911804,2492.2021484375,7584.98046875
params/feature_set_3.joblib,hsv_features,PCA,H2-KMeans-Elbow,28,0.3204464912414551,2463.1142578125,7205.94580078125
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,2,0.273753727716806,7399.341603350381,5948.677728200196
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,4,0.24818040481804157,6091.566555094925,4149.673094040538
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,6,0.24579600178914263,5806.387796319955,3194.0098018236004
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,8,0.21018735908724462,5115.957718058979,2789.0312841491486
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,10,0.2251576451056448,4777.455628254991,2458.5817565056473
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,12,0.21154174364259426,4370.550270257402,2268.502303964003
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,14,0.19586479289373698,4034.6639844710235,2126.821088178144
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,16,0.18680895671112205,3751.9021604550508,2016.5674579504914
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,18,0.18335645746884172,3541.430996442783,1914.749966982311
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,20,0.185282304386332,3347.740949766595,1834.4309537487468
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,22,0.1824302278850281,3157.478486599961,1775.2936842599856
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,24,0.17659591994120077,3018.7212638620636,1711.47492096314
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,26,0.17266474342799445,2858.114400256586,1672.4893418999068
params/feature_set_3.joblib,lbp_features,Original,H2-KMeans-Elbow,28,0.17703189648442916,2765.201624673943,1614.23556899911
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,2,0.28962501846509275,7924.373140931685,5552.7197107776765
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,4,0.26675851965722225,6723.587856956769,3756.4698470573967
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,6,0.26819829871057854,6608.938820206243,2803.039654274877
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,8,0.24344262270691364,5917.191121949405,2405.649337882673
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,10,0.25016109840387396,5625.679093419851,2081.131131825762
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,12,0.23721049836174904,5207.53393232353,1896.3094894183532
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,14,0.22447649175959594,4864.745142998364,1756.5214491232505
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,16,0.21633026215221965,4571.009128596809,1647.9473160393104
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,18,0.2113042689382516,4356.388427332815,1549.1245030822251
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,20,0.2126353178829222,4141.2562079529525,1474.6302447822443
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,22,0.20700111339767066,3954.608289522183,1410.6184432614434
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,24,0.20891683161256017,3813.4061143737417,1348.090932291654
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,26,0.20375836171121287,3661.3507266999886,1300.7467453933612
params/feature_set_3.joblib,lbp_features,PCA,H2-KMeans-Elbow,28,0.20426413063497353,3517.9514878693353,1260.7769607447342
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,2,0.08448522677858242,1410.733083863829,606033.7723179117
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,4,0.0683932985181426,1049.03478289673,555525.4688445245
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,6,0.05932237011751462,808.8911392199134,532577.2041056841
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,8,0.05694670061846532,687.5678559626341,514373.8135810218
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,10,0.06285237864743715,618.5961160016998,497672.20648026245
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,12,0.06790962657436836,562.9825447826789,484621.1276845306
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,14,0.07103423063579835,518.3948421751876,473764.43787010136
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,16,0.0733213865741461,487.8699687183922,462777.0108801504
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,18,0.06686419721086012,465.8959202388017,451874.2475139119
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,20,0.07114899170304942,436.8616497772453,445245.1209299634
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,22,0.06834756159950657,410.7286764004525,439727.5348638903
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,24,0.06255873744752327,391.4618197759043,433474.42504442227
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,26,0.07002676786144982,373.43086862834934,428126.0762133896
params/feature_set_3.joblib,hog_features,Original,H2-KMeans-Elbow,28,0.06904864451164451,356.011590010631,423769.0864070879
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,2,0.08863042054134003,1490.7784440703238,573428.8974541384
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,4,0.0733395545393801,1114.1740066579057,522936.09344432794
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,6,0.06345067942347857,867.3873940378434,499315.7330331343
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,8,0.06614554063664693,736.9111076166093,481349.7745653134
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,10,0.06696135891213983,656.6570197233812,466004.88009680016
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,12,0.07011992863118867,603.4474016566779,452041.7473070301
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,14,0.07101725041092719,559.2488672254852,440571.61257688503
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,16,0.07647749682453406,527.55778159465,429485.08115321136
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,18,0.07133344305939435,497.4301010081341,420546.71221418935
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,20,0.0638115658992127,470.38338347288334,412930.33962803014
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,22,0.07645187157818545,443.3231026218037,407213.8806929421
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,24,0.07349114620768489,420.49948691656783,401810.92036338936
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,26,0.07302997978359457,402.20106871881313,396235.9367708197
params/feature_set_3.joblib,hog_features,PCA,H2-KMeans-Elbow,28,0.06989125144943688,386.14172208482677,390989.5540650829
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,2,0.0845829980786162,1412.940889297471,613776.4854539018
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,4,0.06502755850768203,1061.888422961253,561648.4840083838
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,6,0.059973581729575266,824.8843113301687,537466.0462685599
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,8,0.06203219819484466,696.9704955187863,519485.91574126895
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,10,0.06432590167826711,625.8608083896021,502675.1739610831
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,12,0.05741563472374156,566.1327495370124,490157.94420902064
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,14,0.06088643875363973,526.369830890728,477843.89400486916
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,16,0.06928804171437515,499.01994971427376,465627.9785338092
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,18,0.0711141506482193,469.6864565965109,456550.88497780624
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,20,0.07147360034689342,438.5641041181584,450424.76247114205
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,22,0.06742073097946086,416.66724213991836,443294.6667859952
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,24,0.06873491978081282,391.802278309203,438934.39201774745
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,26,0.07234917437846013,375.5012345310418,432816.3226232124
params/feature_set_3.joblib,hog_lbp_features,Original,H2-KMeans-Elbow,28,0.06598833358143265,360.3462911247685,427398.97180683346
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,2,0.08878195334151119,1493.1541275843908,580742.5433744515
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,4,0.06992891515175637,1128.010175913571,528628.0502089817
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,6,0.0646984484239402,872.4333040859154,505168.06440262054
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,8,0.067459592468362,746.8235219126403,486072.95648196695
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,10,0.06637551861336308,661.6975090568021,471101.0039297727
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,12,0.07436623260263897,601.5550640307283,458256.1438574735
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,14,0.07124234625058591,566.7153013241159,444516.6426921108
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,16,0.06781554147452223,528.3557189343751,434813.3421843718
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,18,0.07620774040112996,505.6771543175973,423690.03477866
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,20,0.07702505921792097,471.9151213498844,417791.8219041744
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,22,0.07522750162784708,450.5128017241263,410163.4031843318
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,24,0.07639476928698928,424.59659528650786,405588.1903519302
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,26,0.0773172429556435,404.81803989411117,400394.3941526775
params/feature_set_3.joblib,hog_lbp_features,PCA,H2-KMeans-Elbow,28,0.07559570841055994,392.1917485213043,393735.7654356641
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,2,0.08363845283792294,1363.8126632568235,641046.7200076119
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,4,0.06067506676774959,1037.2928305946152,587169.6347808023
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,6,0.058127460776079595,798.0365232539937,563369.4891223933
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,8,0.05067167927241645,675.8321759071446,544743.8244684108
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,10,0.06394719379152732,616.8453059556721,525487.7363810482
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,12,0.0677334669369343,558.2530026014833,512477.19318392
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,14,0.06628411747511227,523.9007640513527,498443.6159392382
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,16,0.070606727762598,491.25851153680674,487320.06122805655
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,18,0.0663384063366887,463.7159900785758,477498.0695285745
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,20,0.06592995437449008,438.26108723496156,469331.3555318582
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,22,0.07558341162507001,412.40709017546254,463368.7101889123
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,24,0.06877434734237592,393.40353001314446,456627.1107544976
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,26,0.06923766186076766,373.6210887946856,451668.67321233806
params/feature_set_3.joblib,hog_hsv_features,Original,H2-KMeans-Elbow,28,0.07165181695223193,359.0620167562969,445804.75825306866
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,2,0.08749339574907959,1441.0689184506657,606611.3828524388
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,4,0.06457419056811364,1101.6836879222765,552747.9158944262
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,6,0.06506963605488712,850.2304925378069,528900.8211734825
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,8,0.06233283267032769,732.7456400340059,508533.45579471625
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,10,0.06659344123450614,644.0550089472149,494068.6239074949
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,12,0.06622534131686121,603.551133098002,476938.32170634734
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,14,0.0708928644282012,565.7139706661047,463297.53737517283
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,16,0.07194830401315654,523.1032468843346,454346.91751126933
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,18,0.07072466047327894,495.57280996378284,444266.28844569856
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,20,0.08003994089206029,472.78516703614264,434947.3727972515
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,22,0.07647259847501521,445.5952845888555,428903.16189615574
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,24,0.08512557098993324,422.9458414773251,423090.17087371164
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,26,0.07767876171418844,404.8546300461168,417080.49821037624
params/feature_set_3.joblib,hog_hsv_features,PCA,H2-KMeans-Elbow,28,0.0764001637628251,387.17538339253355,412133.5201590928
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,2,0.19470915963142008,3170.644975128758,37771.90890511252
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,4,0.1983288619362211,2928.024104233956,29762.132069246218
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,6,0.2284022552665897,2871.6017241864215,24584.358252463997
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,8,0.22954716804740852,2620.955095993384,21861.782883536707
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,10,0.23484862252917216,2497.702193055203,19611.113381494622
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,12,0.23993763092266907,2380.884684085571,17951.346959782495
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,14,0.2431898051052992,2353.822115730885,16310.502224362786
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,16,0.2377766165510818,2233.5089229502564,15384.255371488693
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,18,0.25887803335882714,2179.770617514733,14384.353076537243
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,20,0.24975781125181168,2056.559948231996,13871.632448836855
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,22,0.2564695433180649,1992.2679728295639,13226.541120549313
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,24,0.2670553598566779,1925.2213685861668,12704.047886748336
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,26,0.24475249051717282,1833.2503075169316,12392.704465778512
params/feature_set_3.joblib,lbp_hsv_features,Original,H2-KMeans-Elbow,28,0.25996750443990324,1816.4210750991413,11795.012680337484
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,2,0.20255646505207392,3365.312390849753,35584.737878015105
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,4,0.2113587793446779,3160.04545707324,27575.35790998446
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,6,0.24504554351188582,3151.5936754281543,22398.406331540293
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,8,0.2493885535999758,2911.629379146584,19676.90961660912
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,10,0.2720510952459652,2802.1591552840414,17456.925953254395
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,12,0.2588037748967386,2689.696180452063,15842.964083559811
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,14,0.28102279503348904,2637.2419286734644,14409.734031009106
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,16,0.27865722190894143,2645.616794366833,13052.200012256857
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,18,0.2813391964019319,2572.5828091156463,12190.506419470792
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,20,0.2765075530057079,2429.9462133943916,11724.589355673163
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,22,0.2909358725764476,2379.8762672935627,11063.62087852218
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,24,0.30038124370664154,2331.736214165807,10495.971397046764
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,26,0.2996081146209654,2292.720240919111,9978.887380299439
params/feature_set_3.joblib,lbp_hsv_features,PCA,H2-KMeans-Elbow,28,0.2944126896004207,2242.350300868427,9566.511894848934
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,2,0.08365686100503288,1366.9452018136433,648772.9587810914
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,4,0.060191016648483316,1055.8036926266211,592761.7002862019
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,6,0.06266761917269177,800.8421851379279,569884.4536740648
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,8,0.062899040440994,690.9697724582479,548805.7102731416
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,10,0.06952285277357245,616.6932874169617,531939.9489173838
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,12,0.05983143251718442,570.188476892771,515895.8246262719
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,14,0.06473803849228432,526.9812779249365,503710.36553412606
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,16,0.06931898153895932,493.1982586602736,492702.2027901032
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,18,0.072440423320347,469.5440377916011,481466.1631572933
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,20,0.07296453781440725,441.8419694945956,473826.1653699289
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,22,0.06845665346560321,416.46204909940946,467518.6542987413
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,24,0.07029645162455753,394.84895232158266,461632.1821941888
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,26,0.06629733469664677,375.58749605796356,456356.8946910058
params/feature_set_3.joblib,all_features,Original,H2-KMeans-Elbow,28,0.06631344690630232,361.04255372793324,450371.75630198565
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,2,0.08753094988683228,1443.978738687419,614095.8121725915
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,4,0.06427195289260264,1121.2035486521395,558096.218840424
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,6,0.06183803092099616,862.3142268773615,534037.1387669749
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,8,0.06728037738408073,741.9197990206139,513440.8905936425
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,10,0.06977044475047077,667.464375615595,495791.79470754915
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,12,0.0666271414332571,607.1993613054001,482100.78323389386
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,14,0.0727805060497402,568.5323524351833,468399.5561559429
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,16,0.07295531213696654,529.1482688670152,458394.180468994
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,18,0.08577865896143917,495.70511956763124,449777.3590922071
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,20,0.07742639568004604,477.7213237774828,438836.7755325383
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,22,0.07616711449428896,448.22577721633996,433375.35152719653
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,24,0.07288742695857027,427.8147807700159,426631.59034485376
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,26,0.07627217361331749,405.198740201616,422160.0292513457
params/feature_set_3.joblib,all_features,PCA,H2-KMeans-Elbow,28,0.0799380311984028,391.42535252204493,415585.9894060212
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,2,0.4183095693588257,3138.46044921875,12614.474609375
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,4,0.2423408329486847,4010.598876953125,8839.7041015625
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,6,0.2870827317237854,4200.72314453125,6789.58740234375
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,8,0.2765558660030365,4186.755859375,5589.5048828125
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,10,0.24012787640094757,3855.37109375,5013.8818359375
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,12,0.25276556611061096,3686.0751953125,4509.943359375
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,14,0.25752192735671997,3502.276611328125,4154.09521484375
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,16,0.2502601742744446,3258.88671875,3944.46826171875
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,18,0.255610853433609,3089.561279296875,3739.661376953125
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,20,0.2649492919445038,3072.50048828125,3451.461669921875
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,22,0.2686881721019745,2967.803466796875,3280.90625
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,24,0.2762322723865509,2933.029052734375,3082.699462890625
params/feature_set_4.joblib,hsv_features,Original,H2-KMeans-Elbow,26,0.27573227882385254,2879.233154296875,2926.969970703125
